name,careers_url
Stripe,https://stripe.com/jobs
Databricks,https://www.databricks.com/company/careers
Coinbase,https://www.coinbase.com/careers
NVIDIA,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite
Meesho,https://jobs.lever.co/meesho
